Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
"Congo, Rep.",COG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
"Congo, Rep.",COG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
"Congo, Rep.",COG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.56953642
"Congo, Rep.",COG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Congo, Rep.",COG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2620.838043
Costa Rica,CRI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,50.08
Costa Rica,CRI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,15.226
Costa Rica,CRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,47.36842105
Costa Rica,CRI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,138.9204254
Costa Rica,CRI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,13625.90085
Cote d'Ivoire,CIV,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,59.58
Cote d'Ivoire,CIV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.554
Cote d'Ivoire,CIV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.17322835
Cote d'Ivoire,CIV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,52.16684666
Cote d'Ivoire,CIV,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,10.25878665
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2333.371283
Croatia,HRV,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,47.72
Croatia,HRV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,7.866
Croatia,HRV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.78807947
Croatia,HRV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,108.4960175
Croatia,HRV,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,95.90907288
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,18465.54144
Cuba,CUB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Cuba,CUB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Cuba,CUB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,53.41296928
Cuba,CUB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.2431593
Cuba,CUB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Curacao,CUW,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Curacao,CUW,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Curacao,CUW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Curacao,CUW,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Curacao,CUW,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,20057.14047
Cyprus,CYP,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,59.632
Cyprus,CYP,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,7.737
Cyprus,CYP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.28571429
Cyprus,CYP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.5284195
Cyprus,CYP,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,117.4736481
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,33231.04297
Czechia,CZE,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.161
Czechia,CZE,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.768
Czechia,CZE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,25.5
Czechia,CZE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.7158737
Czechia,CZE,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,83.29302979
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,28282.22367
Denmark,DNK,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,59.42
Denmark,DNK,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.493
Denmark,DNK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,43.57541899
Denmark,DNK,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,129.6841888
Denmark,DNK,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,98.93183136
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,67781.09409
Djibouti,DJI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Djibouti,DJI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Djibouti,DJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,26.15384615
Djibouti,DJI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Djibouti,DJI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3133.257798
Dominica,DMA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Dominica,DMA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Dominica,DMA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,34.375
Dominica,DMA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,100.132103
Dominica,DMA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,9323.660895
Dominican Republic,DOM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,50.865
Dominican Republic,DOM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,8.509
Dominican Republic,DOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.89473684
Dominican Republic,DOM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,80.12460637
Dominican Republic,DOM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,72.90618494
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,10104.24493
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,54.329
Ecuador,ECU,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.326
Ecuador,ECU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,38.68613139
Ecuador,ECU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,95.62035037
Ecuador,ECU,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,66.81778394
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6515.585284
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,15.001
"Egypt, Arab Rep.",EGY,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,18.516
"Egypt, Arab Rep.",EGY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.58037225
"Egypt, Arab Rep.",EGY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Egypt, Arab Rep.",EGY,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,36.63874054
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,4233.307837
El Salvador,SLV,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,46.373
El Salvador,SLV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.288
El Salvador,SLV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.38095238
El Salvador,SLV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.41051216
El Salvador,SLV,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,36.17639901
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,5074.602102
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Equatorial Guinea,GNQ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Equatorial Guinea,GNQ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31
Equatorial Guinea,GNQ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Equatorial Guinea,GNQ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,7589.299649
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Eritrea,ERI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Eritrea,ERI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Eritrea,ERI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,40.27608109
Eritrea,ERI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Estonia,EST,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,60.632
Estonia,EST,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.061
Estonia,EST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,25.74257426
Estonia,EST,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,114.7881012
Estonia,EST,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,86.79089355
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,28340.38265
Eswatini,SWZ,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Eswatini,SWZ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Eswatini,SWZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.51351351
Eswatini,SWZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.82862091
Eswatini,SWZ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3894.162009
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Ethiopia,ETH,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Ethiopia,ETH,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,41.4893617
Ethiopia,ETH,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Ethiopia,ETH,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,982.1031615
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Faroe Islands,FRO,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Faroe Islands,FRO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Faroe Islands,FRO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Faroe Islands,FRO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,67058.20226
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Fiji,FJI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Fiji,FJI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.60784314
Fiji,FJI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.14070387
Fiji,FJI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,80.54181896
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,5414.120921
Finland,FIN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,58.169
Finland,FIN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.368
Finland,FIN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,45.5
Finland,FIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,153.2410736
Finland,FIN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,118.4732437
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,50440.56022
France,FRA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.558
France,FRA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,7.129
France,FRA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,37.26169844
France,FRA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.6336594
France,FRA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,81.47733307
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40988.63964
French Polynesia,PYF,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
French Polynesia,PYF,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
French Polynesia,PYF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
French Polynesia,PYF,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
French Polynesia,PYF,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,20053.95694
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Gabon,GAB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Gabon,GAB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,15.38461538
Gabon,GAB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Gabon,GAB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8409.207415
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
"Gambia, The",GMB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
"Gambia, The",GMB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.620689655
"Gambia, The",GMB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Gambia, The",GMB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,836.2448759
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,56.382
Georgia,GEO,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,8.662
Georgia,GEO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.04761905
Georgia,GEO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,100.530265
Georgia,GEO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,84.62603739
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,6729.846599
Germany,DEU,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.941
Germany,DEU,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.872
Germany,DEU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,34.91847826
Germany,DEU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,97.70004272
Germany,DEU,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,80.79667664
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,50506.51796
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,62.078
Ghana,GHA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.123
Ghana,GHA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.54545455
Ghana,GHA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,77.9574778
Ghana,GHA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,19.81323983
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2229.891226
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Gibraltar,GIB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Gibraltar,GIB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Gibraltar,GIB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,70.13546753
Gibraltar,GIB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Greece,GRC,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,44.674
Greece,GRC,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,16.397
Greece,GRC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,21
Greece,GRC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.8636932
Greece,GRC,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,171.990036
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,20886.52431
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Greenland,GRL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Greenland,GRL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Greenland,GRL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Greenland,GRL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,55635.00065
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Grenada,GRD,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Grenada,GRD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.25
Grenada,GRD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Grenada,GRD,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,10469.3867
Guam,GUM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Guam,GUM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Guam,GUM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Guam,GUM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guam,GUM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,41833.15171
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,41.526
Guatemala,GTM,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.54
Guatemala,GTM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.375
Guatemala,GTM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,46.8427647
Guatemala,GTM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,5358.70157
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Guinea,GIN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Guinea,GIN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,29.62962963
Guinea,GIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guinea,GIN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1416.59612
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,60.132
Guinea-Bissau,GNB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,1.859
Guinea-Bissau,GNB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.7254902
Guinea-Bissau,GNB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guinea-Bissau,GNB,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,883.1991315
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Guyana,GUY,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Guyana,GUY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,35.38461538
Guyana,GUY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guyana,GUY,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,17913.49281
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..
Haiti,HTI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..
Haiti,HTI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
Haiti,HTI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Haiti,HTI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1760.626357
Honduras,HND,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,44.646
Honduras,HND,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,12.765
Honduras,HND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.34375
Honduras,HND,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,59.20985031
Honduras,HND,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,3003.289968
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.911
"Hong Kong SAR, China",HKG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.523
"Hong Kong SAR, China",HKG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..
"Hong Kong SAR, China",HKG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.838896
"Hong Kong SAR, China",HKG,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,104.5075269
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48825.84419
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,53.705
Hungary,HUN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.476
Hungary,HUN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.07035176
Hungary,HUN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,102.54245
Hungary,HUN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,65.19101715
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,18428.02883
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,70.698
Iceland,ISL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.385
Iceland,ISL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,47.61904762
Iceland,ISL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,110.1785507
Iceland,ISL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,114.6260071
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,76350.45504
India,IND,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,28.26
India,IND,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,4.588
India,IND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,14.94464945
India,IND,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,80.9193633
India,IND,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,33.02701918
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2347.448294
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,52.499
Indonesia,IDN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.155
Indonesia,IDN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,21.91304348
